title,author,url,score,processed_clean_text,text_length,char_count,line_count,unique_chars,char_density,positive_count,negative_count,energetic_count,calm_count,positive_ratio,negative_ratio,energetic_ratio,calm_ratio,sentiment_polarity,emotion_intensity,dominant_emotion,total_meaningful_words,avg_hsk_level,hsk_complexity,total_hsk_words,emotion_label,text_complexity,quality_score
再见亦是朋友,Susanna Kwan,https://lyricstranslate.com/en/susanna-kwan-%E5%86%8D%E8%A7%81%E4%BA%A6%E6%98%AF%E6%9C%8B%E5%8F%8B-lyrics.html,2.88,"女期望你转身
与我相厮守
辗转错
错了未愿放手
缘尽我早知
却也等候只因你
冷暖自愿尝透
男对你的爱心
亦已看得透
但我知此刻
美梦不会久
缘份太感伤
盼你多见谅
不相见免却日后惆怅
女长夜冷冰冰
每次温暖后
痴痴爱
我拒绝任你走
明白你处境
我也得接受
不可说
再见你亦是朋友
男看你心痛苦
没法去补救
若再不归家
找不到借口
凝望你眼睛
有更深感受
痴痴意
放弃亦未能够
女宁愿我委屈
决意不退后
真的爱
我两静候已久
期望再期望
这里一个梦
不消散
永远坠入迷惘
合你我皆痛苦
没法爱得够
密意低低斟
饮千盅美酒
唯愿我你留下
爱你千千个晚上留下
轻抚你我百遍亦未曾够
唯愿我你留下
爱你千千个晚上留下
轻抚你我百遍亦未曾够
唯愿我你留下
爱你千千个晚上留下
轻抚你我百遍亦未曾够
唯愿我你留下
爱你千千个晚上留下",360,308,53,150,0.8555555555555555,1,2,0,0,0.010101010101010102,0.020202020202020204,0.0,0.0,-0.010101010101010102,0.030303030303030304,negative,99.0,2.8795180722891565,2.8795180722891565,83,sad,1.5545777916862253,0.7093030303030303
缘因我 (Because of Me),Jin Han,https://lyricstranslate.com/en/jin-han-%E7%BC%98%E5%9B%A0%E6%88%91-fate-because-me-lyrics.html,3.07,"才下眉头的离愁
却上心头的温柔
雪上加霜的心 冻成了石头
一言难尽的缺口
一语难说的温柔
物是人非 蓦然回首 几春秋原因我 缘因我
相识太短莫莫莫
悲欢人 只恨两情深爱过原因我 缘因我
满眼深秋等花落
人影独坐 陪谁寂寞 不由我相思情长一夜愁
分别折下一枝柳
追着天涯厮守 谁嫌我马瘦
一梦恍然就如昨
一醒脸上风雨过
恩怨过错 潮起潮落 又几多原因我 缘因我
相识太短莫莫莫
悲欢人 只恨两情深爱过原因我 缘因我
满眼深秋等花落
人影独坐 陪谁寂寞 不由我原因我 缘因我
相识太短莫莫莫
悲欢人 只恨两情深爱过原因我 缘因我
满眼深秋等花落
人影独坐 陪谁寂寞 不由我",284,241,23,105,0.8485915492957746,0,3,0,2,0.0,0.03488372093023256,0.0,0.023255813953488372,-0.03488372093023256,0.03488372093023256,negative,86.0,3.066666666666667,3.066666666666667,60,sad,1.6119495256462706,0.5832837209302326
白首相依 (Growing Old Interdependently),Jin Han,https://lyricstranslate.com/en/jin-han-%E7%99%BD%E9%A6%96%E7%9B%B8%E4%BE%9D-growing-old-interdependently-lyrics.html,2.98,"女一轮明月 重圆的铜镜
是痴心或幻影
一城柳絮 不甘心宿命
望一对鲤鱼为彼此苏醒男想白首相依
交换心心相印
可红尘 滚滚而去女我愿意 陪你去荒野流离男哪怕一朵昙花而已合想爱到荼蘼 只相爱不相离
合执你手 愿得你 一人心女一轮明月 重圆的铜镜
是痴心或幻影
一城柳絮 不甘心宿命
望一对鲤鱼为彼此苏醒男想白首相依
交换心心相印
可红尘 滚滚而去女我愿意 陪你去荒野流离男哪怕一朵昙花而已合想爱到荼蘼 只相爱不相离
合执你手 愿得你 一人心女我愿意 陪你去荒野流离男哪怕一朵昙花而已合想爱到荼蘼 只相爱不相离
合执你手 愿得你 一人心女我愿意 陪你踏冰天雪地男我来守护你的黎明合一梦一菩提 当今生遇过你
合爱过你 白首也 不分离",312,276,15,93,0.8846153846153846,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,96.0,2.9791666666666665,2.9791666666666665,48,calm,1.5581382385730211,0.5711999999999999
今晚夜,Elisa Chan,https://lyricstranslate.com/en/elisa-chan-%E4%BB%8A%E6%99%9A%E5%A4%9C-lyrics.html,2.76,"知否明天一到鲜花就会谢
同聚畅饮今晚夜
莫理今宵星稀月也斜
寻乐趁万花娇俏
知否明天一过花就会谢
同乐碰杯今晚夜
就趁美酒芬芳香四射
能尽兴就开心笑
知否明天一到花亦会谢
缘份到展开欢颜
省得过后怨嗟
谋共醉抛开心事
快乐能借得且去赊
同渡这一晚夜
愿你此刻珍惜今晚夜
陪伴你让心花放
知否明天一到花亦会谢
我愿同你一起过今晚夜",164,147,18,84,0.8963414634146342,2,0,0,0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,positive,56.0,2.763157894736842,2.763157894736842,38,calm,1.5455941683476988,0.37811428571428574
爛泥 (Lan Ni),No Party for Cao Dong,https://lyricstranslate.com/en/no-party-cao-dong-%E7%88%9B%E6%B3%A5-lan-ni-lyrics.html,2.71,"噢多么美丽的一颗心
怎么会
怎么会
变成了一滩烂泥
噢多么单纯的一首诗
怎么会
怎么会
都变成了讽刺
我想要说的
前人们都说过了
我想要做的
有钱人都做过了
我想要的公平都是不公们虚构的
噢多么干净的一幅画
怎么会
怎么会
充满了悲伤
噢多么天真的一句话
怎么会
怎么会
像噩梦一样
我想要说的
前人们都说过了
我想要做的
有钱人都做过了
我想要的公平都是不公们虚构的",184,159,26,58,0.8641304347826086,0,1,0,0,0.0,0.022222222222222223,0.0,0.0,-0.022222222222222223,0.022222222222222223,negative,45.0,2.7058823529411766,2.7058823529411766,34,sad,1.4510260338754042,0.3356222222222222
我還年輕 我還年輕 (Teens Edge),Your Woman Sleep With Others,https://lyricstranslate.com/en/your-woman-sleep-others-%E6%88%91%E9%82%84%E5%B9%B4%E8%BC%95-%E6%88%91%E9%82%84%E5%B9%B4%E8%BC%95-teens-edge-lyrics.html,2.65,"在这个世界里
寻找着你的梦想
你问我梦想在哪里
我还年轻 我还年轻他们都说
我们把理想都忘在
在那轻狂的日子里
我不哭泣
我不逃避（副歌：）
给我一瓶酒
再给我一支烟
说走就走
我有的是时间
我不想在未来的日子里
独自哭着无法往前给我一瓶酒
再给我一支烟
说走就走
我有的是时间
我不想在未来的日子里
独自哭着无法往前在这个世界里
寻找着你的未来
你问我未来在哪里
我还年轻 我还年轻他们都说
我们把理想都忘在
在那轻狂的日子里
我不哭泣
我不逃避（副歌）我在青春的边缘挣紮
我在自由的尽头凝望
我在荒芜的草原上流浪
寻找着理想我在青春的边缘挣紮
我在自由的尽头凝望
我在荒芜的草原上流浪
寻找着 寻找着理想（副歌）",308,274,32,81,0.8896103896103896,2,0,2,0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.02631578947368421,0.05263157894736842,positive,76.0,2.6458333333333335,2.6458333333333335,48,calm,1.4139025816033115,0.5614315789473684
天鹅之旅,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E5%A4%A9%E9%B9%85%E4%B9%8B%E6%97%85-lyrics.html,2.91,"我们在前世约定
一起穿行这世界
一生都不会停歇
永远向着那春天
迎着天边的夕阳
让我们一起在风中起舞
穿过这午夜星辰
让我们旅行的梦更精彩
一生都不会停歇
永远向着那春天直到这最后一刻
融进这温暖阳光里
让我们飞越这世界
迎着那天边的夕阳
穿过这午夜的星辰
让我们眼中的世界更精彩
在最后的一刻
融进这阳光里
在最后的一刻
飞越这辽阔世界
飞过这群山
飞越那洁白云海
飞过那万马奔腾的绿色原野
飞越那辽阔碧海蓝天
飞向那温暖春天",214,191,24,78,0.8925233644859814,6,0,0,0,0.08,0.0,0.0,0.0,0.08,0.08,positive,75.0,2.909090909090909,2.909090909090909,44,calm,1.5539064619873937,0.5214
你幹嘛,Beauty Lo,https://lyricstranslate.com/en/beauty-lo-%E4%BD%A0%E5%B9%B9%E5%98%9B-lyrics.html,2.57,"我回来囉
你干嘛 你干嘛 你干嘛
臭不要脸
我美不美
各位先生
各位女士
我是朱碧石
我们来说英文囉
恶～～你干嘛！
你干嘛
你干嘛
你干嘛
臭不要脸
恶～～
你干嘛
恶～～
好阿
你干嘛
谁在背后骂我
你干嘛
丑丑 臭
你干嘛
臭不要脸
恶～～",123,97,24,39,0.7886178861788617,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,26.0,2.5652173913043477,2.5652173913043477,23,calm,1.3832908790764287,0.1978
一夜傾情,Leon Lai,https://lyricstranslate.com/en/leon-lai-%E4%B8%80%E5%A4%9C%E5%82%BE%E6%83%85-lyrics.html,2.85,"红日西斜 霓虹折射
怀着焦急
等这赴约 者期待的人
迷人的夜
明月一弯 从雾中照射
沉醉于 甜蜜歌声
抱拥所爱 令世间顿成仙境
愿这刻 时候会停
置身倾心 疯颠一夜情
请出唱 如梦的歌
给我知晓 谁人爱我
让我坐于 你跟前和
沉醉于 甜蜜歌声
抱拥所爱 令世间顿成仙境
愿这刻 时候会停
置身倾心 疯颠一夜情
沉醉于 甜蜜歌声
抱拥所爱 令世间顿成仙境
愿这刻 时候会停
置身倾心 疯颠一夜情",196,159,20,80,0.8112244897959183,3,0,0,0,0.05084745762711865,0.0,0.0,0.0,0.05084745762711865,0.05084745762711865,positive,59.0,2.85,2.85,40,calm,1.5343107431651908,0.4254474576271186
难忘的一天,Xu Wei,https://lyricstranslate.com/en/xu-wei-%E9%9A%BE%E5%BF%98%E7%9A%84%E4%B8%80%E5%A4%A9-lyrics.html,2.84,"阳光正温暖
一直照进我心里
如果没有你
怎么会有我今天
有时我会想起
和你经历的故事
那些情景在飞扬
甜蜜又感伤
再次走过熟悉的地方
如今的你不知在何方
你曾给我的温暖感觉
依然在我心
如果再见你
又是怎样的情景
会不会将你
再次拥进我怀里
阳光真温暖
一直照进我心里
往事已遥远
一年又一年
竟然在这一天
在不经意之间
人群拥挤的街头
你走过我身边
风吹起的青色衣衫
夕阳里的温暖容颜
你比以前更加美丽
像盛开的花
这是我难忘的一天
在隐忍和冲动之间
看着你渐渐的远去
消失人海中",241,210,32,118,0.8713692946058091,7,0,0,0,0.09210526315789473,0.0,0.0,0.0,0.09210526315789473,0.09210526315789473,positive,76.0,2.838235294117647,2.838235294117647,68,calm,1.5652763346002303,0.6007052631578946
愛情小品,Phil Lam,https://lyricstranslate.com/en/phil-lam-%E6%84%9B%E6%83%85%E5%B0%8F%E5%93%81-lyrics.html,3.24,"情是激烈 情是疯狂
情被这娱乐界书写得有点肮脏
我觉得 纯情些亦可
尤其遇到你 饰演安抚我的鸡汤从没风浪 从没锋芒
期望我能共你手牵手直到天荒
这一刻 未及周游列国
与你生活 便是美丽天堂春风扑面 甜蜜的小片段
奇异的新发现 留在思海中转又转
坚守信念 平静爱到终点
不必替票房 计算无大灾难 无大分歧
承诺我陪着你不可比你更早死
太普通 未被写成传记
但是我享受 自愿为爱情卑微春风扑面 甜蜜的小片段
奇异的新发现 留在思海中转又转
坚守信念 平静爱到终点
不必替票房 计算情爱小品 注定了没有欢呼群众
唯有独佔美梦
爱得不负重 置身天幕中春风扑面 甜蜜的小片段
奇异的新发现 留在思海中转又转
坚守信念 平静爱到终点
不必替票房 计算多少试炼 难袭击小志愿
时代急速变脸 盟誓中恋爱继续转
坚守信念 平静爱到今天
想跟你说着 永远不懂计算 才值得跟你探寻 永远",382,330,24,177,0.8638743455497382,4,0,0,4,0.031007751937984496,0.0,0.0,0.031007751937984496,0.031007751937984496,0.031007751937984496,positive,129.0,3.241758241758242,3.241758241758242,91,calm,1.7167746912773092,0.7422077519379845
再次来临,Xie Tian Xiao,https://lyricstranslate.com/en/xie-tian-xiao-%E5%86%8D%E6%AC%A1%E6%9D%A5%E4%B8%B4-lyrics.html,3.04,"惊醒在那个冬天的早晨
冰雪溶化满森林
紧闭着心灵倾听着大海的声音
重复着那句勇敢的话语
夜空在笼罩着黑色的心灵
出发的时间就等待天明
划过的流星惊动了沉睡的雄鹰
还是在内心传来一个声音让阳光继续照耀着我
让阳光继续照耀着我 走向暴风雨之夜
让脚下的地吸引着我 在每一天
一直等待到那冬天的 再次来临再次来临
再次来临
再次来临",163,148,13,92,0.9079754601226994,2,0,1,0,0.03508771929824561,0.0,0.017543859649122806,0.0,0.03508771929824561,0.05263157894736842,positive,57.0,3.0408163265306123,3.0408163265306123,49,calm,1.6752056551355412,0.4194315789473684
蓝月亮,Hacken Lee,https://lyricstranslate.com/en/hacken-lee-%E8%93%9D%E6%9C%88%E4%BA%AE-lyrics.html,3.07,"明月夜如醉了
夜空添一分凄迷
明月下怀抱你
是依依不舍的美丽
骤眼的心慌意乱令我着迷
愿温馨一生一世
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
明月下人醉了
全不知光阴消逝
蓝月亮离去了
仍依恋今晚的约誓
愿往昔伤心片段莫再提
让这一生更美丽
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
由黑暗走进清凉凌晨
于街角拥吻深情情人
空虚与心碎飘如浮云
掩盖了街灯
微风正飘过轻摇长裙
光阴带走了痴迷时辰
双双抱紧完全地接近
明月下人醉了
全不知光阴消逝
蓝月亮离去了
仍依恋今晚的约誓",329,293,37,109,0.8905775075987842,0,4,0,0,0.0,0.034482758620689655,0.0,0.0,-0.034482758620689655,0.034482758620689655,negative,116.0,3.0689655172413794,3.0689655172413794,58,sad,1.6063635547393271,0.6478827586206896
Gege ( 哥哥 ),Jason Zhang Jie,https://lyricstranslate.com/en/jason-zhang-jie-gege-%E5%93%A5%E5%93%A5-lyrics.html,2.24,"哥 从小我一直问你
为什么你是哥我是弟
哥你总是那样严厉
为什么爱我 从不放弃哥 在风雨中看见你
为什么你始终没泪滴
哥 我要和你站在一起
我知道你也没大力气你说你是哥哥我是弟
你要为我遮风挡住雨
再难的路也要在一起
一心找到人生的路基我有你这哥哥在心里
我也为你遮风挡住雨
想说的话永远说不清
手足的情
兄弟的心哥 在风雨中看见你
为什么你始终没泪滴
哥 我要和你站在一起
我知道你也没大力气 你说你是哥哥我是弟
你要为我遮风挡住雨
想说的话永远说不清
手足的情你说你是哥哥我是弟
你要为我遮风挡住雨
再难的路也要在一起
一心找到人生的路基哥从小我一直问你
为什么你是哥我是弟
哥从小你那么严厉为什么爱我 从不放弃 哥
在风雨中看见你
手足的情
兄弟的心",328,292,28,71,0.8902439024390244,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,neutral,75.0,2.2444444444444445,2.2444444444444445,45,calm,1.237796153988937,0.5117999999999999
现代爱情故事,Julian Cheung,https://lyricstranslate.com/en/julian-cheung-%E7%8E%B0%E4%BB%A3%E7%88%B1%E6%83%85%E6%95%85%E4%BA%8B-lyrics.html,2.57,"别离没有对错 要走也解释不多
现代说永远已经很傻随着那一宵去火花已消逝
不可能付出一生那么多
情尽时就要放过 我怎会想穿心窝
若是厌弃了再不蹉跎如共你分开应有机会再爱一个
不可能付出一生空虚过你我情如路半经过
深知道再爱痛苦必多
愿你可轻轻松松放低我
剩了些开心的追忆送走我
皆因了解之后认清楚
离别时笑笑明辰剩我一个
潇洒里也会记起当初
若你的心中孤单再找我
若你的心窝中空虚再找我
不必痛苦当忆起我别离没有对错 要走也解释不多
现代说永远已经很傻随着那一宵去火花已消逝
不可能付出一生那么多
情尽时就要放过 我怎会想穿心窝
若是厌弃了再不蹉跎
如共你分开应有机会再爱一个
不可能付出一生空虚过你我情如路半经过
深知道再爱痛苦必多
愿你可轻轻松松放低我
剩了些开心的追忆送走我
皆因了解之后认清楚
离别时笑笑明辰剩我一个
潇洒里也会记起当初若你的心中孤单再找我
若你的心窝中空虚再找我
不必痛苦当忆起我你我情如路半经过
深知道再爱痛苦必多
愿你可轻轻松松放低我
剩了些开心的追忆送走我
皆因了解之后认清楚
离别时笑笑明辰剩我一个
潇洒里也会记起当初
若你的心中孤单再找我
若你的心窝中空虚再找我
不必痛苦当忆起我",507,466,38,111,0.9191321499013807,3,9,0,0,0.020689655172413793,0.06206896551724138,0.0,0.0,-0.041379310344827586,0.08275862068965517,negative,145.0,2.573529411764706,2.573529411764706,68,sad,1.3766106371441078,0.8187586206896552
